index	old_file	new_file	slug	title	description
113	build_frames/lineup_unique_art2/frames_1080p_jpg/frame_0113.jpg	build_frames/lineup_unique_art2/named_frames_1080p_jpg/0113_united_warriors_urban.jpg	united_warriors_urban	United Warriors Urban	Haryanvi and Pakhtoon group in urban ruins.
114	build_frames/lineup_unique_art2/frames_1080p_jpg/frame_0114.jpg	build_frames/lineup_unique_art2/named_frames_1080p_jpg/0114_eyes_mountain_reflection.jpg	eyes_mountain_reflection	Eyes Mountain Reflection	Eyes close-up with mountain forms in irises.
115	build_frames/lineup_unique_art2/frames_1080p_jpg/frame_0115.jpg	build_frames/lineup_unique_art2/named_frames_1080p_jpg/0115_subtle_brahman_smile_face.jpg	subtle_brahman_smile_face	Subtle Brahman Smile Face	Soft smiling face looking forward.
116	build_frames/lineup_unique_art2/frames_1080p_jpg/frame_0116.jpg	build_frames/lineup_unique_art2/named_frames_1080p_jpg/0116_eclipse_figure_focus_caption.jpg	eclipse_figure_focus_caption	Eclipse Figure Focus Caption	Eclipse figure with focus caption text.
117	build_frames/lineup_unique_art2/frames_1080p_jpg/frame_0117.jpg	build_frames/lineup_unique_art2/named_frames_1080p_jpg/0117_fist_vibration_circles.jpg	fist_vibration_circles	Fist Vibration Circles	Clenched fist inside red vibration rings.
118	build_frames/lineup_unique_art2/frames_1080p_jpg/frame_0118.jpg	build_frames/lineup_unique_art2/named_frames_1080p_jpg/0118_ritual_bell_black.jpg	ritual_bell_black	Ritual Bell Black	Ritual bell isolated on black.
119	build_frames/lineup_unique_art2/frames_1080p_jpg/frame_0119.jpg	build_frames/lineup_unique_art2/named_frames_1080p_jpg/0119_elder_smoke_breath.jpg	elder_smoke_breath	Elder Smoke Breath	Elder exhales red smoke in darkness.
120	build_frames/lineup_unique_art2/frames_1080p_jpg/frame_0120.jpg	build_frames/lineup_unique_art2/named_frames_1080p_jpg/0120_shanti_handshake_outro.jpg	shanti_handshake_outro	Shanti Handshake Outro	Hands clasped with Om Shanti text and silhouettes.
121	build_frames/lineup_unique_art2/frames_1080p_jpg/frame_0121.jpg	build_frames/lineup_unique_art2/named_frames_1080p_jpg/0121_fist_shattering_letters.jpg	fist_shattering_letters	Fist Shattering Letters	Raised fist breaks letter-like shards.
122	build_frames/lineup_unique_art2/frames_1080p_jpg/frame_0122.jpg	build_frames/lineup_unique_art2/named_frames_1080p_jpg/0122_void_figure_shards.jpg	void_figure_shards	Void Figure Shards	Lone figure in void with black shards.
123	build_frames/lineup_unique_art2/frames_1080p_jpg/frame_0123.jpg	build_frames/lineup_unique_art2/named_frames_1080p_jpg/0123_aqueduct_group_shadows.jpg	aqueduct_group_shadows	Aqueduct Group Shadows	Group under arches with long shadows.
124	build_frames/lineup_unique_art2/frames_1080p_jpg/frame_0124.jpg	build_frames/lineup_unique_art2/named_frames_1080p_jpg/0124_outro_marching_feet.jpg	outro_marching_feet	Outro Marching Feet	Low close-up of feet walking forward.
125	build_frames/lineup_unique_art2/frames_1080p_jpg/frame_0125.jpg	build_frames/lineup_unique_art2/named_frames_1080p_jpg/0125_closed_eyes_bharat_map_face.jpg	closed_eyes_bharat_map_face	Closed Eyes Bharat Map Face	Closed-eyed face with Bharat map motif.
126	build_frames/lineup_unique_art2/frames_1080p_jpg/frame_0126.jpg	build_frames/lineup_unique_art2/named_frames_1080p_jpg/0126_blood_drop_on_page.jpg	blood_drop_on_page	Blood Drop On Page	Red drop splashes onto parchment.
127	build_frames/lineup_unique_art2/frames_1080p_jpg/frame_0127.jpg	build_frames/lineup_unique_art2/named_frames_1080p_jpg/0127_bell_hindi_caption.jpg	bell_hindi_caption	Bell Hindi Caption	Bell with Hindi caption below.
128	build_frames/lineup_unique_art2/frames_1080p_jpg/frame_0128.jpg	build_frames/lineup_unique_art2/named_frames_1080p_jpg/0128_compassionate_smile_face.jpg	compassionate_smile_face	Compassionate Smile Face	Soft face with tearful eyes and slight smile.
129	build_frames/lineup_unique_art2/frames_1080p_jpg/frame_0129.jpg	build_frames/lineup_unique_art2/named_frames_1080p_jpg/0129_om_smoke_void.jpg	om_smoke_void	Om Smoke Void	Small Om glyph with rising smoke in black void.
130	build_frames/lineup_unique_art2/frames_1080p_jpg/frame_0130.jpg	build_frames/lineup_unique_art2/named_frames_1080p_jpg/0130_elder_smoke_breath_side.jpg	elder_smoke_breath_side	Elder Smoke Breath Side	Elder exhales red smoke, alternate crop.
131	build_frames/lineup_unique_art2/frames_1080p_jpg/frame_0131.jpg	build_frames/lineup_unique_art2/named_frames_1080p_jpg/0131_om_black_vortex.jpg	om_black_vortex	Om Black Vortex	Om glyph centered inside black circular vortex.
132	build_frames/lineup_unique_art2/frames_1080p_jpg/frame_0132.jpg	build_frames/lineup_unique_art2/named_frames_1080p_jpg/0132_mouth_smirk_close.jpg	mouth_smirk_close	Mouth Smirk Close	Close-up of quiet smirk.
133	build_frames/lineup_unique_art2/frames_1080p_jpg/frame_0133.jpg	build_frames/lineup_unique_art2/named_frames_1080p_jpg/0133_elder_smoke_breath_center.jpg	elder_smoke_breath_center	Elder Smoke Breath Center	Centered elder with red smoke exhale.
134	build_frames/lineup_unique_art2/frames_1080p_jpg/frame_0134.jpg	build_frames/lineup_unique_art2/named_frames_1080p_jpg/0134_eclipse_shards.jpg	eclipse_shards	Eclipse Shards	Eclipse ring with shards breaking off.
135	build_frames/lineup_unique_art2/frames_1080p_jpg/frame_0135.jpg	build_frames/lineup_unique_art2/named_frames_1080p_jpg/0135_small_om_dark_void.jpg	small_om_dark_void	Small Om Dark Void	Small Om symbol in dim black field.
136	build_frames/lineup_unique_art2/frames_1080p_jpg/frame_0136.jpg	build_frames/lineup_unique_art2/named_frames_1080p_jpg/0136_eclipse_ring_close.jpg	eclipse_ring_close	Eclipse Ring Close	Large clean eclipse ring close-up.
137	build_frames/lineup_unique_art2/frames_1080p_jpg/frame_0137.jpg	build_frames/lineup_unique_art2/named_frames_1080p_jpg/0137_eclipse_soundwave_final.jpg	eclipse_soundwave_final	Eclipse Soundwave Final	Eclipse with shattered ring and waveform lines.
